,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,m2_living,m2_lot,m2_basement,m2_above,day,week_of_year,month,year,median_price,status
12931,9827700105,2014-09-17,549000.0,3,2.0,2330,3600,1.5,0,0,4,7,1580,750,1900,0,98122,47.6025,-122.303,1750,3600,216.4640832,334.45094400000005,69.67728000000001,146.7868032,17,38,9,2014,574000.0,buy
12950,9826701345,2014-07-15,498000.0,3,2.5,1620,2640,2.0,0,0,4,7,1620,0,1900,1993,98122,47.6036,-122.305,1370,3840,150.50292480000002,245.26402560000002,0.0,150.50292480000002,15,29,7,2014,574000.0,buy
12957,7942600975,2014-05-12,505000.0,4,1.75,1940,4800,1.0,0,0,5,7,1030,910,1922,0,98122,47.6054,-122.314,1450,4800,180.23189760000002,445.934592,84.5417664,95.69013120000001,12,20,5,2014,574000.0,buy
12960,9818700455,2014-08-26,518000.0,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,0,98122,47.6048,-122.298,1490,4500,215.53505280000002,371.61216,75.25146240000001,140.2835904,26,35,8,2014,574000.0,buy
12981,1189000130,2014-09-15,493000.0,3,2.75,1720,6720,1.0,0,0,4,7,1270,450,1947,0,98122,47.6138,-122.298,1690,3248,159.7932288,624.3084288,41.806368000000006,117.9868608,15,38,9,2014,574000.0,buy
13005,1556200145,2014-10-07,565000.0,4,2.0,1710,3875,1.5,0,0,4,7,1710,0,1907,0,98122,47.6086,-122.294,1710,3812,158.86419840000002,359.99928,0.0,158.86419840000002,7,41,10,2014,574000.0,buy
13018,1189000910,2014-07-08,517000.0,2,1.5,1920,3408,1.0,0,0,4,7,960,960,1912,0,98122,47.6118,-122.299,1130,3408,178.37383680000002,316.61356032000003,89.18691840000001,89.18691840000001,8,28,7,2014,574000.0,buy
13069,7234600098,2014-09-05,552100.0,3,3.0,1330,1379,2.0,0,0,4,8,1120,210,2005,0,98122,47.6126,-122.313,1810,1770,123.56104320000001,128.11329216000001,19.5096384,104.0514048,5,36,9,2014,574000.0,buy
13075,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,257.34142080000004,353.86767936,92.90304,164.4383808,20,47,11,2014,450000.0,buy
13089,9834200885,2014-07-17,360000.0,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,193.23832320000002,379.04440320000003,96.61916160000001,96.61916160000001,17,29,7,2014,450000.0,buy
13110,272000125,2014-08-29,438000.0,3,1.0,1200,4000,1.5,0,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,1390,4000,111.483648,371.61216,0.0,111.483648,29,35,8,2014,450000.0,buy
13120,3679400025,2014-08-12,385000.0,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,98144,47.5729,-122.315,1590,3000,200.6705664,544.69052352,83.61273600000001,117.05783040000001,12,33,8,2014,450000.0,buy
13126,5393601050,2014-05-09,445000.0,4,2.0,1650,6000,1.0,0,0,5,7,1000,650,1959,0,98144,47.5834,-122.307,1540,6000,153.290016,557.4182400000001,60.386976000000004,92.90304,9,19,5,2014,450000.0,buy
13140,7319900345,2014-08-25,438500.0,3,2.0,1490,3072,1.0,0,0,5,7,770,720,1912,0,98144,47.5772,-122.307,1320,3072,138.4255296,285.39813888000003,66.8901888,71.5353408,25,35,8,2014,450000.0,buy
13145,9834200950,2014-06-16,385000.0,4,1.75,1690,4080,1.0,0,0,4,7,870,820,1984,0,98144,47.572,-122.289,1320,4080,157.00613760000002,379.04440320000003,76.18049280000001,80.8256448,16,25,6,2014,450000.0,buy
13151,3416601045,2014-06-23,345000.0,3,1.0,1140,4200,2.0,0,0,4,7,1140,0,1904,0,98144,47.6012,-122.296,1510,4000,105.9094656,390.192768,0.0,105.9094656,23,26,6,2014,450000.0,buy
13152,1250200345,2014-10-24,230000.0,3,1.0,680,2400,1.0,0,0,4,6,680,0,1903,0,98144,47.5982,-122.299,1470,3600,63.1740672,222.967296,0.0,63.1740672,24,43,10,2014,450000.0,buy
13158,3726800285,2014-10-01,346000.0,2,1.0,1070,2196,1.0,0,0,4,7,880,190,1917,0,98144,47.5726,-122.308,1160,3600,99.4062528,204.01507584,17.6515776,81.75467520000001,1,40,10,2014,450000.0,buy
13159,9834201100,2014-12-22,332500.0,4,2.0,1440,4855,2.0,0,0,4,7,1440,0,1972,0,98144,47.5717,-122.287,1300,4080,133.7803776,451.04425920000006,0.0,133.7803776,22,52,12,2014,450000.0,buy
13162,8850000285,2014-06-12,350000.0,4,2.25,2300,4600,1.5,0,0,4,7,1340,960,1904,0,98144,47.5895,-122.311,1540,3000,213.676992,427.353984,89.18691840000001,124.4900736,12,24,6,2014,450000.0,buy
13176,3881900321,2014-05-14,339950.0,3,1.0,1050,5402,1.5,0,0,4,7,1050,0,1906,0,98144,47.5867,-122.311,1510,4685,97.548192,501.86222208000004,0.0,97.548192,14,20,5,2014,450000.0,buy
13179,1250201130,2015-02-06,410000.0,4,2.0,1510,3240,1.0,0,0,5,7,870,640,1901,0,98144,47.5972,-122.296,1420,5160,140.2835904,301.00584960000003,59.4579456,80.8256448,6,6,2,2015,450000.0,buy
13180,1250201194,2014-11-07,449000.0,3,1.75,1270,6600,1.5,0,0,5,7,1270,0,1903,0,98144,47.5976,-122.295,1490,3600,117.9868608,613.160064,0.0,117.9868608,7,45,11,2014,450000.0,buy
13181,3644100065,2015-04-27,257000.0,2,1.75,1220,2268,1.0,0,0,4,6,610,610,1909,0,98144,47.592,-122.295,1240,1675,113.3417088,210.70409472,56.6708544,56.6708544,27,18,4,2015,450000.0,buy
13184,1822300040,2014-05-07,420000.0,2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,98144,47.588,-122.304,1340,1213,96.61916160000001,325.16064,0.0,96.61916160000001,7,19,5,2014,450000.0,buy
13191,3644100072,2014-11-07,245000.0,2,1.0,670,2356,1.0,0,0,5,6,670,0,1960,0,98144,47.5918,-122.295,1220,1740,62.2450368,218.87956224,0.0,62.2450368,7,45,11,2014,450000.0,buy
13203,5160700035,2015-04-22,431000.0,2,1.5,1300,4000,1.5,0,0,4,6,1300,0,1900,0,98144,47.5937,-122.301,1480,4000,120.77395200000001,371.61216,0.0,120.77395200000001,22,17,4,2015,450000.0,buy
13208,3678900110,2014-06-10,403000.0,2,1.0,1100,3598,1.0,0,0,4,7,1100,0,1926,0,98144,47.5738,-122.313,1240,3598,102.19334400000001,334.26513792000003,0.0,102.19334400000001,10,24,6,2014,450000.0,buy
13210,5312100040,2015-04-23,400000.0,2,1.0,1010,3916,1.0,0,2,4,6,810,200,1918,0,98144,47.5728,-122.306,1580,3888,93.8320704,363.80830464,18.580608,75.25146240000001,23,17,4,2015,450000.0,buy
13211,3083000910,2014-07-08,410000.0,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,1920,0,98144,47.5752,-122.304,1620,4000,122.63201280000001,557.4182400000001,0.0,122.63201280000001,8,28,7,2014,450000.0,buy
13225,3650100105,2014-09-26,392500.0,2,1.0,1050,4125,1.0,0,0,4,7,1050,0,1909,0,98144,47.5736,-122.307,1650,4125,97.548192,383.22504000000004,0.0,97.548192,26,39,9,2014,450000.0,buy
13228,1250200786,2015-01-22,360000.0,5,2.0,2120,2400,1.0,0,0,4,6,1080,1040,1906,0,98144,47.5979,-122.297,1690,4400,196.9544448,222.967296,96.61916160000001,100.3352832,22,4,1,2015,450000.0,buy
13251,3644100030,2015-02-09,432500.0,4,1.75,1500,1856,1.0,0,0,5,7,750,750,1901,0,98144,47.5917,-122.296,1220,1739,139.35456000000002,172.42804224000002,69.67728000000001,69.67728000000001,9,7,2,2015,450000.0,buy
13265,1250201175,2015-03-23,386500.0,4,1.0,1400,3600,1.0,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,1690,3600,130.064256,334.45094400000005,65.032128,65.032128,23,13,3,2015,450000.0,buy
13280,8850000180,2015-04-20,295000.0,4,1.0,980,3000,1.5,0,0,4,7,980,0,1914,0,98144,47.5892,-122.312,1525,3000,91.0449792,278.70912000000004,0.0,91.0449792,20,17,4,2015,450000.0,buy
13293,9834200411,2014-11-13,390000.0,3,1.0,950,3621,1.0,0,0,4,6,950,0,1947,0,98144,47.575,-122.289,1540,4080,88.25788800000001,336.40190784000004,0.0,88.25788800000001,13,46,11,2014,450000.0,buy
13296,6738700005,2014-05-29,395000.0,2,1.0,1320,1824,1.5,0,0,4,6,1320,0,1909,0,98144,47.585,-122.294,1320,4000,122.63201280000001,169.45514496,0.0,122.63201280000001,29,22,5,2014,450000.0,buy
13299,9834200305,2014-07-16,350000.0,3,1.0,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080,166.2964416,360.09218304,65.032128,101.26431360000001,16,29,7,2014,450000.0,buy
13313,6401700010,2014-08-19,410000.0,3,1.75,1510,6597,1.0,0,0,4,6,950,560,1939,0,98144,47.5938,-122.315,1460,5320,140.2835904,612.88135488,52.0257024,88.25788800000001,19,34,8,2014,450000.0,buy
13315,3644100073,2014-11-22,245000.0,2,1.0,670,1675,1.0,0,0,5,6,670,0,1960,0,98144,47.5918,-122.295,1220,1740,62.2450368,155.612592,0.0,62.2450368,22,47,11,2014,450000.0,buy
13339,9122000385,2014-08-06,415000.0,4,2.25,2520,4200,1.5,0,0,4,7,1510,1010,1909,0,98144,47.5814,-122.312,1460,4200,234.11566080000003,390.192768,93.8320704,140.2835904,6,32,8,2014,450000.0,buy
13347,1695900025,2015-03-27,450000.0,2,1.0,1010,3627,1.0,0,2,4,6,1010,0,1924,0,98144,47.5873,-122.294,1630,4040,93.8320704,336.95932608000004,0.0,93.8320704,27,13,3,2015,450000.0,buy
13422,4348800030,2014-11-21,727500.0,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121,115.19976960000001,847.18282176,0.0,115.19976960000001,21,47,11,2014,1150000.0,buy
13423,708000030,2014-09-02,888000.0,3,1.5,1250,8710,1.0,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,116.12880000000001,809.1854784000001,0.0,116.12880000000001,2,36,9,2014,1150000.0,buy
13425,8146100270,2015-03-24,824000.0,4,2.25,2490,9864,1.0,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,231.3285696,916.3955865600001,111.483648,119.8449216,24,13,3,2015,1150000.0,buy
13428,7000100631,2015-05-07,730000.0,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539,249.90917760000002,1984.13022528,117.9868608,131.9223168,7,19,5,2015,1150000.0,buy
13433,4395600060,2014-06-30,935000.0,2,2.5,1780,2067,2.0,0,0,5,9,1780,0,1974,0,98004,47.6132,-122.21,2320,2067,165.36741120000002,192.03058368,0.0,165.36741120000002,30,27,6,2014,1150000.0,buy
13439,3861400030,2014-11-24,950000.0,4,1.75,2210,19025,1.0,0,0,4,7,1460,750,1952,0,98004,47.5927,-122.203,2640,14999,205.3157184,1767.480336,69.67728000000001,135.6384384,24,48,11,2014,1150000.0,buy
13440,6344000060,2014-10-15,760000.0,4,1.75,2770,8521,1.0,0,0,4,7,1470,1300,1953,0,98004,47.6255,-122.199,1910,9380,257.34142080000004,791.6268038400001,120.77395200000001,136.5674688,15,42,10,2014,1150000.0,buy
13443,824059083,2014-09-02,993000.0,4,2.0,2850,14810,2.0,0,0,5,8,2490,360,1954,0,98004,47.5892,-122.203,2430,10454,264.773664,1375.8940224,33.4450944,231.3285696,2,36,9,2014,1150000.0,buy
13446,824059277,2014-12-15,985000.0,3,3.5,2600,11920,2.0,0,0,5,8,2600,0,1969,0,98004,47.582,-122.194,2430,10050,241.54790400000002,1107.4042368,0.0,241.54790400000002,15,51,12,2014,1150000.0,buy
13449,292000070,2015-04-06,895000.0,5,2.5,2350,14197,1.0,0,0,4,8,1220,1130,1962,0,98004,47.6005,-122.204,2470,11629,218.322144,1318.9444588800002,104.9804352,113.3417088,6,15,4,2015,1150000.0,buy
13452,1552100135,2014-06-09,1150000.0,3,2.5,2850,10474,1.0,0,0,4,8,1730,1120,1954,0,98004,47.6218,-122.209,2820,10474,264.773664,973.06644096,104.0514048,160.72225920000002,9,24,6,2014,1150000.0,buy
13453,1651500060,2014-09-29,845000.0,5,2.0,1720,9972,1.0,0,0,4,8,1720,0,1951,0,98004,47.6368,-122.218,2700,9023,159.7932288,926.42911488,0.0,159.7932288,29,40,9,2014,1150000.0,buy
13455,3860400100,2014-11-21,950000.0,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000,232.25760000000002,1858.0608000000002,74.322432,157.935168,21,47,11,2014,1150000.0,buy
13459,1266200015,2015-01-27,805500.0,3,1.0,1440,10330,1.0,0,0,4,7,1440,0,1952,0,98004,47.6245,-122.193,2080,10327,133.7803776,959.6884032,0.0,133.7803776,27,5,1,2015,1150000.0,buy
13464,249000115,2014-08-28,650000.0,3,1.0,1300,8266,1.0,0,0,4,7,1300,0,1953,0,98004,47.6337,-122.199,1300,8707,120.77395200000001,767.93652864,0.0,120.77395200000001,28,35,8,2014,1150000.0,buy
13467,7000100850,2014-09-26,569000.0,4,1.75,1230,7890,1.0,0,1,4,7,1090,140,1950,0,98004,47.5808,-122.189,2380,13176,114.27073920000001,733.0049856,13.0064256,101.26431360000001,26,39,9,2014,1150000.0,buy
13469,1561600025,2014-06-03,712500.0,3,1.5,1660,8797,1.0,0,0,4,7,1660,0,1956,0,98004,47.5892,-122.202,2350,10053,154.2190464,817.26804288,0.0,154.2190464,3,23,6,2014,1150000.0,buy
13473,8146300025,2014-08-13,772000.0,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,1958,0,98004,47.6073,-122.192,2140,8680,232.25760000000002,806.3983872,116.12880000000001,116.12880000000001,13,33,8,2014,1150000.0,buy
13474,7963900100,2014-09-12,680000.0,3,2.5,2620,14248,2.0,0,0,4,8,1830,790,1977,0,98004,47.6281,-122.194,2620,12343,243.40596480000002,1323.68251392,73.3934016,170.01256320000002,12,37,9,2014,1150000.0,buy
13480,1872900076,2014-06-20,979000.0,3,1.5,1700,14133,1.0,0,1,4,8,1700,0,1954,0,98004,47.6166,-122.22,2630,17376,157.935168,1312.99866432,0.0,157.935168,20,25,6,2014,1150000.0,buy
13483,824059211,2014-11-17,800000.0,4,1.75,2150,9148,1.0,0,0,4,7,2150,0,1955,0,98004,47.5828,-122.197,2370,9148,199.74153600000002,849.8770099200001,0.0,199.74153600000002,17,47,11,2014,1150000.0,buy
13485,4389201064,2014-07-03,810000.0,3,1.5,1520,9041,1.0,0,0,4,7,1520,0,1954,0,98004,47.6158,-122.213,3260,10020,141.2126208,839.93638464,0.0,141.2126208,3,27,7,2014,1150000.0,buy
13488,644200090,2014-07-15,921000.0,3,2.25,2380,11200,1.0,0,0,4,8,2380,0,1963,0,98004,47.5873,-122.193,2010,11200,221.1092352,1040.514048,0.0,221.1092352,15,29,7,2014,1150000.0,buy
13489,2425700005,2015-04-28,760000.0,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,130.99328640000002,1404.6939648,0.0,130.99328640000002,28,18,4,2015,1150000.0,buy
13491,644000185,2014-07-07,875000.0,3,1.5,1820,12686,1.0,0,0,4,7,1820,0,1952,0,98004,47.5886,-122.195,3020,11550,169.0835328,1178.56796544,0.0,169.0835328,7,28,7,2014,1150000.0,buy
13493,3210600010,2014-10-31,635000.0,3,2.25,1940,7482,1.0,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,180.23189760000002,695.10054528,65.032128,115.19976960000001,31,44,10,2014,1150000.0,buy
13494,9533600185,2015-04-01,985000.0,3,1.75,1700,8534,1.0,0,0,4,7,1700,0,1953,0,98004,47.6276,-122.205,2100,10443,157.935168,792.83454336,0.0,157.935168,1,14,4,2015,1150000.0,buy
13497,686900010,2014-05-28,898000.0,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,98004,47.6348,-122.196,2900,22180,248.9801472,2602.58576256,114.27073920000001,134.709408,28,22,5,2014,1150000.0,buy
13505,8084400010,2015-03-16,650000.0,3,1.0,920,6750,1.0,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933,85.4707968,627.0955200000001,0.0,85.4707968,16,12,3,2015,1150000.0,buy
13511,4122700020,2014-07-10,850000.0,5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,214.6060224,1247.6878272000001,0.0,214.6060224,10,28,7,2014,1150000.0,buy
13512,2344300122,2014-08-08,900000.0,3,3.25,2620,7215,1.0,0,0,4,8,1770,850,1980,0,98004,47.5836,-122.2,2180,8931,243.40596480000002,670.2954336,78.967584,164.4383808,8,32,8,2014,1150000.0,buy
13513,6043400006,2014-07-29,815000.0,4,1.5,2060,16110,1.0,0,0,4,8,2060,0,1949,0,98004,47.5983,-122.202,2060,16110,191.38026240000002,1496.6679744,0.0,191.38026240000002,29,31,7,2014,1150000.0,buy
13514,1925059049,2014-07-21,775000.0,3,1.0,1175,10454,1.0,0,0,4,6,1175,0,1949,0,98004,47.6388,-122.218,2010,10800,109.161072,971.20838016,0.0,109.161072,21,30,7,2014,1150000.0,buy
13516,3025059136,2014-08-13,800000.0,2,1.0,1050,8750,1.0,0,0,4,7,1050,0,1951,0,98004,47.6294,-122.215,3360,20115,97.548192,812.9016,0.0,97.548192,13,33,8,2014,1150000.0,buy
13518,524059093,2014-08-25,775000.0,3,1.75,1640,18730,1.5,0,0,4,7,1640,0,1946,0,98004,47.5975,-122.196,1670,12154,152.36098560000002,1740.0739392,0.0,152.36098560000002,25,35,8,2014,1150000.0,buy
13519,1056200010,2014-09-02,750000.0,3,1.75,1590,8285,1.0,0,0,4,8,1590,0,1956,0,98004,47.5855,-122.194,1970,8970,147.7158336,769.7016864000001,0.0,147.7158336,2,36,9,2014,1150000.0,buy
13523,2025059150,2014-07-02,1038000.0,4,1.75,1440,13296,1.0,0,0,4,8,1440,0,1967,0,98004,47.634,-122.204,3520,10802,133.7803776,1235.2388198400001,0.0,133.7803776,2,27,7,2014,1150000.0,buy
13528,685000265,2015-01-02,825000.0,3,1.75,1930,8442,1.0,0,0,4,7,1930,0,1953,0,98004,47.6313,-122.204,1790,8442,179.3028672,784.2874636800001,0.0,179.3028672,2,1,1,2015,1150000.0,buy
13531,2925059294,2015-03-27,860000.0,3,2.0,1880,8494,1.0,0,0,4,7,1200,680,1968,0,98004,47.6217,-122.192,1290,9128,174.6577152,789.11842176,63.1740672,111.483648,27,13,3,2015,1150000.0,buy
13534,8146100410,2014-08-05,760000.0,3,1.5,1170,7645,1.0,0,0,4,7,1170,0,1955,0,98004,47.6077,-122.194,1870,7678,108.69655680000001,710.2437408000001,0.0,108.69655680000001,5,32,8,2014,1150000.0,buy
13536,5078400090,2014-12-09,915000.0,5,2.75,2580,7630,1.0,0,0,4,7,1730,850,1954,0,98004,47.6226,-122.205,2040,7717,239.6898432,708.8501952,78.967584,160.72225920000002,9,50,12,2014,1150000.0,buy
13537,4389201021,2014-07-01,1014250.0,3,1.0,1640,12855,1.5,0,0,5,6,1500,140,1920,0,98004,47.6169,-122.212,2190,11262,152.36098560000002,1194.2685792,13.0064256,139.35456000000002,1,27,7,2014,1150000.0,buy
13538,2387000110,2014-11-10,898000.0,2,1.75,1490,9874,1.0,0,0,4,7,1490,0,1963,0,98004,47.6246,-122.199,2280,9869,138.4255296,917.3246169600001,0.0,138.4255296,10,46,11,2014,1150000.0,buy
13543,7000100775,2014-07-21,625000.0,3,2.0,1730,12219,1.0,0,0,4,7,1730,0,1986,0,98004,47.5825,-122.189,2470,13594,160.72225920000002,1135.1822457600001,0.0,160.72225920000002,21,30,7,2014,1150000.0,buy
13544,540100056,2014-06-01,843500.0,4,2.0,2630,16475,2.0,0,0,4,8,2630,0,1953,0,98004,47.639,-122.219,2670,15001,244.3349952,1530.5775840000001,0.0,244.3349952,1,22,6,2014,1150000.0,buy
13546,4389200610,2014-12-01,903000.0,2,1.5,1140,7800,1.0,0,0,4,6,1140,0,1947,0,98004,47.6142,-122.209,2020,7800,105.9094656,724.643712,0.0,105.9094656,1,49,12,2014,1150000.0,buy
13551,3537900180,2014-10-20,700000.0,2,1.0,1300,12000,1.0,0,0,4,8,1300,0,1959,0,98004,47.6366,-122.229,2420,15000,120.77395200000001,1114.8364800000002,0.0,120.77395200000001,20,43,10,2014,1150000.0,buy
13555,686900030,2015-03-23,999950.0,3,2.25,3740,22464,2.0,0,0,5,8,2330,1410,1966,0,98004,47.6354,-122.196,2680,19564,347.45736960000005,2086.97389056,130.99328640000002,216.4640832,23,13,3,2015,1150000.0,buy
13558,650000030,2014-10-17,745000.0,3,1.0,1390,9112,1.0,0,0,4,7,1390,0,1951,0,98004,47.6071,-122.197,2290,9112,129.1352256,846.5325004800001,0.0,129.1352256,17,42,10,2014,1150000.0,buy
13560,711000070,2014-07-25,730000.0,3,1.75,2040,11294,1.0,0,0,4,7,1340,700,1952,0,98004,47.5923,-122.197,2120,9587,189.52220160000002,1049.24693376,65.032128,124.4900736,25,30,7,2014,1150000.0,buy
13561,2025059204,2014-07-30,1013050.0,4,2.5,2480,12688,1.0,0,0,4,9,1820,660,1967,0,98004,47.6344,-122.205,2910,11979,230.39953920000002,1178.75377152,61.316006400000006,169.0835328,30,31,7,2014,1150000.0,buy
13566,6669000070,2014-08-05,1000000.0,4,1.75,1780,11436,1.0,0,0,5,9,1780,0,1967,0,98004,47.6273,-122.194,2100,12052,165.36741120000002,1062.4391654400001,0.0,165.36741120000002,5,32,8,2014,1150000.0,buy
13567,685000160,2015-02-12,770000.0,4,1.75,2520,8442,1.0,0,0,4,7,1640,880,1953,0,98004,47.6317,-122.205,2110,8442,234.11566080000003,784.2874636800001,81.75467520000001,152.36098560000002,12,7,2,2015,1150000.0,buy
13572,2450000320,2014-05-23,607000.0,3,1.0,1230,8114,1.0,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114,114.27073920000001,753.81526656,0.0,114.27073920000001,23,21,5,2014,1150000.0,buy
13573,524059208,2015-02-20,650000.0,4,1.75,1900,10454,1.0,0,0,4,7,1180,720,1954,0,98004,47.5933,-122.195,2060,11325,176.51577600000002,971.20838016,66.8901888,109.62558720000001,20,8,2,2015,1150000.0,buy
13576,3860900111,2014-12-02,695000.0,5,1.75,1790,9335,2.0,0,0,5,8,1790,0,1952,0,98004,47.5945,-122.201,1840,9612,166.2964416,867.2498784000001,0.0,166.2964416,2,49,12,2014,1150000.0,buy
13581,250000320,2014-09-29,626000.0,4,1.75,1350,9293,1.0,0,0,4,7,1350,0,1954,0,98004,47.6335,-122.196,1890,9293,125.419104,863.3479507200001,0.0,125.419104,29,40,9,2014,1150000.0,buy
13584,644000102,2015-04-13,650000.0,3,1.0,1520,10227,1.0,0,0,4,6,1520,0,1951,0,98004,47.5872,-122.196,2710,10912,141.2126208,950.11939008,0.0,141.2126208,13,16,4,2015,1150000.0,buy
13587,686800070,2014-06-10,895000.0,5,2.5,2550,20875,1.0,0,0,4,9,1610,940,1953,0,98004,47.6336,-122.192,2510,21673,236.90275200000002,1939.3509600000002,87.3288576,149.5738944,10,24,6,2014,1150000.0,buy
13589,824059293,2014-10-28,943500.0,3,2.25,2370,10890,2.0,0,0,4,7,2370,0,1980,0,98004,47.5827,-122.197,2370,9514,220.1802048,1011.7141056,0.0,220.1802048,28,44,10,2014,1150000.0,buy
13590,9808700370,2014-06-23,899000.0,3,1.0,1480,6978,2.0,0,0,4,8,1480,0,1949,1985,98004,47.6497,-122.217,2660,13062,137.49649920000002,648.27741312,0.0,137.49649920000002,23,26,6,2014,1150000.0,buy
13592,629000730,2014-05-28,745000.0,3,1.75,1490,9800,1.0,0,0,4,7,1140,350,1947,0,98004,47.584,-122.198,2310,9800,138.4255296,910.4497920000001,32.516064,105.9094656,28,22,5,2014,1150000.0,buy
13593,644200065,2015-03-06,1030000.0,4,2.5,2620,11200,1.0,0,0,4,8,1770,850,1962,0,98004,47.5876,-122.193,2360,11200,243.40596480000002,1040.514048,78.967584,164.4383808,6,10,3,2015,1150000.0,buy
13596,2344300220,2014-07-14,1100000.0,4,3.5,2210,7597,1.0,0,0,4,9,1550,660,1977,2006,98004,47.5816,-122.197,2370,8811,205.3157184,705.78439488,61.316006400000006,143.99971200000002,14,29,7,2014,1150000.0,buy
13600,8146300180,2015-05-12,860000.0,5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,182.0899584,798.22291968,62.2450368,119.8449216,12,20,5,2015,1150000.0,buy
13602,8146100610,2014-12-01,672000.0,3,1.0,1220,8573,1.0,0,0,4,7,1220,0,1954,0,98004,47.6088,-122.193,1390,8573,113.3417088,796.45776192,0.0,113.3417088,1,49,12,2014,1150000.0,buy
13603,629000410,2015-02-17,915000.0,3,2.75,2800,9750,1.0,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530,260.128512,905.8046400000001,130.064256,130.064256,17,8,2,2015,1150000.0,buy
13611,8146100580,2014-10-20,765000.0,3,1.0,1220,7585,1.0,0,0,4,7,1220,0,1954,0,98004,47.6094,-122.194,1380,8918,113.3417088,704.6695584,0.0,113.3417088,20,43,10,2014,1150000.0,buy
13615,524059052,2014-12-09,975000.0,4,2.25,2420,15482,2.0,0,0,4,8,2420,0,1925,1997,98004,47.5907,-122.196,2870,13905,224.8253568,1438.32486528,0.0,224.8253568,9,50,12,2014,1150000.0,buy
13618,8086000201,2014-12-04,875000.0,3,2.5,1820,6848,1.0,0,0,4,7,1820,0,1953,0,98004,47.6287,-122.207,2080,11700,169.0835328,636.20001792,0.0,169.0835328,4,49,12,2014,1150000.0,buy
13622,629000704,2014-07-29,1000000.0,4,2.0,1780,15648,1.5,0,0,5,8,1780,0,1918,0,98004,47.5849,-122.198,2320,14963,165.36741120000002,1453.7467699200001,0.0,165.36741120000002,29,31,7,2014,1150000.0,buy
13623,4122700040,2014-10-10,860000.0,3,1.75,2600,15064,1.0,0,0,4,8,1700,900,1967,0,98004,47.64,-122.204,2940,14984,241.54790400000002,1399.4913945600001,83.61273600000001,157.935168,10,41,10,2014,1150000.0,buy
